,molecule_chembl_id,IC50,units,smiles
607,CHEMBL2323408,209.0,nM,CC(C)c1[nH]nc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1Cc1ccc(CCCC(=O)NC(C)(C)C(=O)NCC(N)=O)cc1
608,CHEMBL2323407,151.0,nM,CC(C)c1[nH]nc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1Cc1ccc(CCCC(=O)NC(C)(C)C(=O)NCCO)cc1
609,CHEMBL2323406,98.0,nM,CC(C)c1[nH]nc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1Cc1ccc(CCCC(=O)NC(C)(C)C(=O)N2CCOCC2)cc1
610,CHEMBL2323405,42.0,nM,CC(C)c1[nH]nc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1Cc1ccc(CCCC(=O)NC(C)(C)C(=O)N2CCCCC2)cc1
611,CHEMBL2323684,18.0,nM,CC(C)c1[nH]nc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1Cc1ccc(CCCC(=O)NC(C)(C)C(=O)N2CCN(C)CC2)cc1
612,CHEMBL2323683,20.0,nM,CC(C)c1[nH]nc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1Cc1ccc(CCCC(=O)NC(C)(C)C(=O)N2CCNCC2)cc1
613,CHEMBL2323418,1050.0,nM,CC(C)c1[nH]nc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1Cc1ccc(CCCC(=O)NCC(N)=O)cc1
614,CHEMBL2323417,319.0,nM,CC(C)c1[nH]nc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1Cc1ccc(CCCC(=O)NCCCO)cc1
615,CHEMBL2323416,358.0,nM,CC(C)c1[nH]nc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1Cc1ccc(CCCC(=O)N(C)CCO)cc1
616,CHEMBL2323415,608.0,nM,CC(C)c1[nH]nc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1Cc1ccc(CCCC(=O)NCCO)cc1
617,CHEMBL2323414,457.0,nM,CC(C)c1[nH]nc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1Cc1ccc(CCCCC(N)=O)cc1
618,CHEMBL2323413,1070.0,nM,CC(C)c1[nH]nc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1Cc1ccc(CCCC(N)=O)cc1
619,CHEMBL2323412,2540.0,nM,CC(C)c1[nH]nc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1Cc1ccc(CCC(N)=O)cc1
620,CHEMBL2323411,9950.0,nM,CC(C)c1[nH]nc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1Cc1ccc(CC(N)=O)cc1
621,CHEMBL2323410,2470.0,nM,CC(C)c1[nH]nc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1Cc1ccc(C(N)=O)cc1
622,CHEMBL2323695,371.0,nM,Cc1cc(CCCC(=O)NC(C)(C)C(=O)N2CCNCC2)ccc1Cc1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)n[nH]c1C(C)C
623,CHEMBL2323694,1730.0,nM,CC(C)c1[nH]nc(O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)c1Cc1ccc(CCCC(=O)NC(C)(C)C(=O)N2CCNCC2)cc1
624,CHEMBL2323693,80.0,nM,CC(C)c1[nH]nc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1Cc1ccc(CCCC(=O)NC(C)(C)C(N)=O)cc1
625,CHEMBL2323692,8.0,nM,CC(C)c1[nH]nc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1Cc1ccc(CCCC(=O)NC(C)(C)CO)cc1
626,CHEMBL2323691,5620.0,nM,CC(C)c1[nH]nc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1Cc1ccc(NC(=O)CCN)cc1
627,CHEMBL2323690,4700.0,nM,CC(C)c1[nH]nc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1Cc1ccc(NC(=O)CN)cc1
628,CHEMBL2323689,936.0,nM,CC(C)c1[nH]nc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1Cc1ccc(NS(C)(=O)=O)cc1
629,CHEMBL2323688,3980.0,nM,CCCC(=O)Nc1ccc(Cc2c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)n[nH]c2C(C)C)cc1
630,CHEMBL2323687,5100.0,nM,CCC(=O)Nc1ccc(Cc2c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)n[nH]c2C(C)C)cc1
631,CHEMBL2323686,3090.0,nM,CC(=O)Nc1ccc(Cc2c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)n[nH]c2C(C)C)cc1
632,CHEMBL2323685,1590.0,nM,CC(C)c1[nH]nc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1Cc1ccc(N)cc1
633,CHEMBL2397443,44000.0,nM,Cc1cc(Cc2cccc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c2)c2cccccc1-2
634,CHEMBL2397446,12000.0,nM,CC(=O)c1c(Cc2cccc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c2)cc2cccccc1-2
635,CHEMBL2397444,5200.0,nM,CCc1c(Cc2cccc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c2)cc2cccccc1-2
636,CHEMBL2397445,970.0,nM,OC[C@H]1O[C@@H](c2cccc(Cc3cc4cccccc-4c3Cc3ccccc3)c2)[C@H](O)[C@@H](O)[C@@H]1O
637,CHEMBL2397441,99.0,nM,OC[C@H]1O[C@@H](c2cccc(Cc3ccc4cccc-4cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O
638,CHEMBL2397448,70.0,nM,OC[C@H]1O[C@@H](c2cc(Cc3cc4cccccc-4c3)ccc2Cl)[C@H](O)[C@@H](O)[C@@H]1O
639,CHEMBL2397447,39.0,nM,OC[C@H]1O[C@@H](c2cc(Cc3cc4cccccc-4c3)ccc2F)[C@H](O)[C@@H](O)[C@@H]1O
640,CHEMBL2397442,22.0,nM,OC[C@H]1O[C@@H](c2cccc(Cc3cc4cccccc-4c3)c2)[C@H](O)[C@@H](O)[C@@H]1O
641,CHEMBL2397453,17.0,nM,COc1ccc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1cc2cccccc-2c1
642,CHEMBL2397449,16.0,nM,COc1ccc(Cc2cc3cccccc-3c2)cc1[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
643,CHEMBL2397451,14.0,nM,OC[C@H]1O[C@@H](c2ccc(F)c(Cc3cc4cccccc-4c3)c2)[C@H](O)[C@@H](O)[C@@H]1O
644,CHEMBL2397450,8.9,nM,OC[C@H]1O[C@@H](c2cc(Cc3cc4cccccc-4c3)ccc2O)[C@H](O)[C@@H](O)[C@@H]1O
645,CHEMBL2397452,7.9,nM,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3cc4cccccc-4c3)c2)[C@H](O)[C@@H](O)[C@@H]1O
646,CHEMBL2103841,2.2,nM,Cc1ccc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1ccc(-c2ccc(F)cc2)s1.Cc1ccc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1ccc(-c2ccc(F)cc2)s1.O
647,CHEMBL2414617,2.0,nM,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(-c4ccc(F)nc4)s3)c2)[C@H](O)[C@@H](O)[C@@H]1O
648,CHEMBL2414623,0.8,nM,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(-c4cccnc4)s3)c2)[C@H](O)[C@@H](O)[C@@H]1O
649,CHEMBL2414622,1.5,nM,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(-n4cccn4)s3)c2)[C@H](O)[C@@H](O)[C@@H]1O
650,CHEMBL2414621,2.4,nM,Cc1ccc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1ccc(-c2cncs2)s1
651,CHEMBL2414620,1.7,nM,Cc1ccc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1ccc(-c2ncccn2)s1
652,CHEMBL2414619,7.3,nM,Cc1ccc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1ccc(-c2cncnc2)s1
653,CHEMBL2414618,1.0,nM,Cc1ccc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1ccc(-c2cccnc2)s1
654,CHEMBL2430321,69.0,nM,CCc1ccc(Cc2nn([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c3ccccc23)cc1
655,CHEMBL2430320,1098.0,nM,CCc1ccc(Cc2c3ccccc3nn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1
656,CHEMBL2430319,7.1,nM,CCc1ccc(Cc2cn([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c3ccccc23)cc1
657,CHEMBL2430318,6671.0,nM,CCc1ccc(Cc2cccn([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c2=O)cc1
658,CHEMBL2430317,163.0,nM,CCc1ccc(Cc2ccc(=O)n([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c2)cc1
659,CHEMBL2430316,381.0,nM,CCc1ccc(Cc2cnn([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c2)cc1
660,CHEMBL2430315,3.9,nM,CCc1ccc(Cc2ccccc2N[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1
661,CHEMBL3109012,24.0,nM,OC[C@H]1O[C@@H](n2cc(Cc3ccc(C4CCCC4)cc3)c3c(F)cccc32)[C@H](O)[C@@H](O)[C@@H]1O
662,CHEMBL3109013,93.0,nM,OC[C@H]1O[C@@H](n2cc(Cc3ccc(C4CCCC4)cc3)c3ccccc32)[C@H](O)[C@@H](O)[C@@H]1O
663,CHEMBL3109014,11.0,nM,OC[C@H]1O[C@@H](n2cc(Cc3ccc(C4CCC4)cc3)c3ccccc32)[C@H](O)[C@@H](O)[C@@H]1O
664,CHEMBL3109015,2.2,nM,OC[C@H]1O[C@@H](n2cc(Cc3ccc(C4CC4)cc3)c3ccccc32)[C@H](O)[C@@H](O)[C@@H]1O
665,CHEMBL1782369,1.4,nM,OC[C@H]1O[C@@H](n2cc(Cc3ccc(C4CC4)cc3)c3c(F)cccc32)[C@H](O)[C@@H](O)[C@@H]1O
666,CHEMBL3109016,1.6,nM,Cc1cccc2c1c(Cc1ccc(C3CC3)cc1)cn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
667,CHEMBL3109017,1.1,nM,CCc1ccc(Cc2cn([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c3cccc(C)c23)cc1
668,CHEMBL3109018,18.0,nM,OC[C@H]1O[C@@H](n2cc(Cc3ccc(Cl)cc3)c3c(F)cccc32)[C@H](O)[C@@H](O)[C@@H]1O
669,CHEMBL3109019,4.8,nM,CCOc1ccc(Cc2cn([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c3cccc(F)c23)cc1
670,CHEMBL3109020,5.2,nM,CCc1ccc(Cc2cn([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c3cccc(F)c23)cc1
671,CHEMBL3125149,227.0,nM,CCOC(=O)c1nnn(-c2cc3oc4ccccc4c3cc2OC)c1[C@H](O)[C@@H](O)[C@H](C)O
672,CHEMBL3125148,458.0,nM,CCOC(=O)c1nnn(-c2ccc3c(c2)oc2ccccc23)c1[C@H](O)[C@@H](O)[C@H](C)O
673,CHEMBL3125147,125.9,nM,CCOC(=O)c1nnn(-c2ccc([N+](=O)[O-])cc2)c1[C@H](O)[C@@H](O)[C@H](C)O
674,CHEMBL3125146,175.0,nM,CCOC(=O)c1nnn(-c2cccc([N+](=O)[O-])c2)c1[C@H](O)[C@@H](O)[C@H](C)O
675,CHEMBL3125145,367.0,nM,CCOC(=O)c1nnn(-c2ccccc2[N+](=O)[O-])c1[C@H](O)[C@@H](O)[C@H](C)O
676,CHEMBL3125144,190.3,nM,CCOC(=O)c1nnn(-c2ccc(Cl)cc2Cl)c1[C@H](O)[C@@H](O)[C@H](C)O
677,CHEMBL3125143,151.8,nM,CCOC(=O)c1nnn(-c2ccc(F)cc2)c1[C@H](O)[C@@H](O)[C@H](C)O
678,CHEMBL3125142,150.0,nM,CCOC(=O)c1nnn(-c2ccc(OC(F)(F)F)cc2)c1[C@H](O)[C@@H](O)[C@H](C)O
679,CHEMBL3125141,185.8,nM,CCOC(=O)c1nnn(-c2ccccc2C(F)(F)F)c1[C@H](O)[C@@H](O)[C@H](C)O
680,CHEMBL3125156,311.0,nM,CCOC(=O)c1nnn(-c2ccc(Br)cc2)c1[C@H](O)[C@@H](O)[C@H](C)O
681,CHEMBL3125155,146.9,nM,CCOC(=O)c1nnn(-c2ccccc2Br)c1[C@H](O)[C@@H](O)[C@H](C)O
682,CHEMBL3125154,149.1,nM,CCOC(=O)c1nnn(-c2cc(OC)ccc2OC)c1[C@H](O)[C@@H](O)[C@H](C)O
683,CHEMBL3125153,214.2,nM,CCOC(=O)c1nnn(-c2ccc(-c3ccccc3)cc2)c1[C@H](O)[C@@H](O)[C@H](C)O
684,CHEMBL3125151,134.7,nM,CCOC(=O)c1nnn(-c2ccccc2)c1[C@H](O)[C@@H](O)[C@H](C)O
685,CHEMBL3125152,163.2,nM,CCOC(=O)c1nnn(-c2ccc(C)cc2)c1[C@H](O)[C@@H](O)[C@H](C)O
686,CHEMBL3125150,0.67,nM,CCOc1ccc(Cc2cc([C@@H]3O[C@H](C)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1
687,CHEMBL3125315,6.8,nM,[2H]C([2H])([2H])Oc1ccc(C([2H])([2H])c2cc([C@]3([2H])O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1
688,CHEMBL3125314,0.8,nM,[2H]C([2H])([2H])Oc1ccc(C([2H])([2H])c2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1
689,CHEMBL3125459,2.5,nM,[2H]C([2H])([2H])Oc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1
690,CHEMBL3125458,7.2,nM,[2H]C([2H])(c1ccc(OC([2H])([2H])C([2H])([2H])[2H])cc1)c1cc([C@]2([2H])O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)ccc1Cl
691,CHEMBL3125457,6.5,nM,[2H]C([2H])(c1ccc(OCC)cc1)c1cc([C@]2([2H])O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)ccc1Cl
692,CHEMBL3125456,7.5,nM,[2H]C([2H])(c1ccc(OC([2H])([2H])C([2H])([2H])[2H])cc1)c1cc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)ccc1Cl
693,CHEMBL3125455,3.2,nM,[2H]C([2H])(c1ccc(OCC)cc1)c1cc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)ccc1Cl
694,CHEMBL3125318,2.9,nM,[2H][C@@]1(c2ccc(Cl)c(Cc3ccc(OCC)cc3)c2)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
695,CHEMBL3125317,7.5,nM,[2H]C([2H])(C)Oc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1
696,CHEMBL3125316,2.5,nM,[2H]C([2H])([2H])C([2H])([2H])Oc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1
697,CHEMBL3288737,83.0,nM,O=c1n(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)nc2ccccn12
698,CHEMBL3288738,80.0,nM,O=c1n(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)nc2ccc(Cl)cn12
699,CHEMBL3288739,107.0,nM,O=c1n(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)nc2ccc(Br)cn12
700,CHEMBL3288740,120.0,nM,Cc1ccc2nn(Cc3cc([C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)ccc3Cl)c(=O)n2c1
701,CHEMBL3288741,141.0,nM,O=c1n(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)nc2ccc(CO)cn12
702,CHEMBL3288742,222.0,nM,O=c1n(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)nc2ccc(F)cn12
703,CHEMBL3288743,762.0,nM,O=c1n(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)nc2ccc(C(F)(F)F)cn12
704,CHEMBL3288744,89.0,nM,O=c1n(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)nc2cc(Cl)ccn12
705,CHEMBL3288745,110.0,nM,Cc1ccn2c(=O)n(Cc3cc([C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)ccc3Cl)nc2c1
706,CHEMBL3288746,252.0,nM,O=c1n(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)nc2cc(C(F)(F)F)ccn12
707,CHEMBL3288747,5478.0,nM,COc1ccn2c(=O)n(Cc3cc([C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)ccc3Cl)nc2c1
708,CHEMBL3288748,5699.0,nM,O=c1n(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)nc2cc(OCC(F)(F)F)ccn12
709,CHEMBL3288749,9916.0,nM,Cc1cccc2nn(Cc3cc([C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)ccc3Cl)c(=O)n12
710,CHEMBL3288750,9000.0,nM,O=c1n(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)nc2c(Cl)cccn12
711,CHEMBL3288751,3296.0,nM,O=c1n(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)nc2c(F)cccn12
712,CHEMBL3288752,33.0,nM,Cc1cc2nn(Cc3cc([C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)ccc3Cl)c(=O)n2cc1Cl
713,CHEMBL3288753,328.0,nM,O=C1CN(c2ccc(Cc3cc([C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)ccc3Cl)cc2)C(=O)N1C(c1ccccc1)(c1ccccc1)c1ccccc1
714,CHEMBL3288754,248.0,nM,CN1C(=O)N(c2ccc(Cc3cc([C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)ccc3Cl)cc2)C(C)(C)C1=O
715,CHEMBL3288755,10.9,nM,CCN1C(=O)CN(c2ccc(Cc3cc([C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)ccc3Cl)cc2)C1=O
716,CHEMBL3288756,23.6,nM,CC(C)N1C(=O)CN(c2ccc(Cc3cc([C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)ccc3Cl)cc2)C1=O
717,CHEMBL3288757,489.0,nM,CN1C(=O)CN(c2ccc(Cc3cc([C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)ccc3Cl)cc2)C1=O
718,CHEMBL2107830,3.1,nM,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(O[C@H]4CCOC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O
719,CHEMBL3654349,12.0,nM,CCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(OCC3(F)COC3)cc2Cl)cc1
720,CHEMBL3654334,7.4,nM,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(OCCC4CSC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O
721,CHEMBL3654332,1.7,nM,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(OCCC4COC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O
722,CHEMBL3654336,6.5,nM,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(OCC4(F)COC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O
723,CHEMBL3639588,23.6,nM,CC(C)n1c(O)cn(-c2ccc(Cc3cc([C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)ccc3Cl)cc2)c1=O
724,CHEMBL3648650,89.0,nM,CCc1ccc([C@@H]2O[C@H](COC(=O)OC(C)(C)C)[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1ccc2c(c1)OCCO2
725,CHEMBL3660001,542.0,nM,O=c1c2ccoc2ccn1Cc1cc(C2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)ccc1Cl
726,CHEMBL3654335,6.8,nM,[O-][S+]1CC(CCOc2ccc(Cc3cc([C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)ccc3Cl)cc2)C1
727,CHEMBL3654337,28.7,nM,CC(C)(C)OC(=O)N1CC(COc2ccc(Cc3cc([C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)ccc3Cl)cc2)C1
728,CHEMBL3654341,6.4,nM,CC(=O)N1CC(COc2ccc(Cc3cc([C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)ccc3Cl)cc2)C1
729,CHEMBL3654331,8.5,nM,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(CCC4COC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O
730,CHEMBL3648651,143.0,nM,CCc1ccc([C@@H]2O[C@H](COC(=O)OCC3CC4CCC3C4)[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1ccc2c(c1)OCCO2
731,CHEMBL3654350,69.4,nM,CCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(OCC3CNC3)cc2Cl)cc1
732,CHEMBL3648655,2.4,nM,CCc1ccc([C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1ccc2c(c1)OCCO2.[Na+].[Na+]
733,CHEMBL3654342,22.0,nM,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(OCC4CN(C5COC5)C4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O
734,CHEMBL3660005,489.0,nM,CN1C(=O)N(c2ccc(Cc3cc(C4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)ccc3Cl)cc2)C(C)(C)C1=O
735,CHEMBL3648646,22.5,nM,CCc1ccc([C@@H]2O[C@H](COC(=O)[C@H](N)C(C)C)[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1ccc2c(c1)OCCO2
736,CHEMBL3654346,4.9,nM,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(OCC4CCO4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O
737,CHEMBL3648648,186.0,nM,CC(C)COC(=O)OC[C@H]1O[C@@H](c2ccc(C3CC3)c(Cc3ccc4c(c3)OCCO4)c2)[C@H](O)[C@@H](O)[C@@H]1O
738,CHEMBL3648649,27.0,nM,CCOC(=O)OC[C@H]1O[C@@H](c2ccc(CC)c(Cc3ccc4c(c3)OCCO4)c2)[C@H](O)[C@@H](O)[C@@H]1O
739,CHEMBL3654339,23.6,nM,CN1CC(COc2ccc(Cc3cc([C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)ccc3Cl)cc2)C1
740,CHEMBL3654344,3.5,nM,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(OCC4(CF)COC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O
741,CHEMBL3659999,463.0,nM,O=c1n(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)nc2ccc(CCO)cn12
742,CHEMBL3654338,8.4,nM,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(OCC4CNC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O
743,CHEMBL3654343,97.2,nM,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(OCC4CN(c5ccc(F)cc5)C4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O
744,CHEMBL3648647,97.0,nM,CCOC(=O)OC[C@H]1O[C@@H](c2ccc(C3CC3)c(Cc3ccc4c(c3)OCCO4)c2)[C@H](O)[C@@H](O)[C@@H]1O
745,CHEMBL3654330,9.6,nM,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(CC4COC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O
746,CHEMBL3654345,12.3,nM,CCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(OCCCC3(F)COC3)cc2Cl)cc1
747,CHEMBL3659998,170.0,nM,O=c1n(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)nc2cc(CO)ccn12
748,CHEMBL3660002,329.0,nM,O=c1n(-c2ccc(Cc3cc([C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)ccc3Cl)cc2)cc(O)n1C(c1ccccc1)(c1ccccc1)c1ccccc1
749,CHEMBL3654328,5.6,nM,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(OCC4COC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O
750,CHEMBL3654348,1.1,nM,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(OCCCC4(F)COC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O
751,CHEMBL3654333,7.5,nM,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(OCCC4(F)COC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O
752,CHEMBL3660004,148.0,nM,Cn1cc(O)n(-c2ccc(Cc3cc(C4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)ccc3Cl)cc2)c1=O
753,CHEMBL3659996,316.0,nM,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cn3nc4ccccn4c3=S)c2)[C@H](O)[C@@H](O)[C@@H]1O
